"year","simulation","dormancy","source","population","pop_size","pop_size_repro","log_meanChangeAboveground","log_lambda"
2016,81,"Natural","Projected","SierraRetinY5",57,13,-1.59885580310356,0.302886235412215
2017,81,"Natural","Projected","SierraRetinY5",57,16,0,0.387471543060152
2018,81,"Natural","Projected","SierraRetinY5",89,7,0.44558510189759,0.41103615315762
2019,81,"Natural","Projected","SierraRetinY5",49,8,-0.596816071621513,0.201049411618922
2020,81,"Natural","Projected","SierraRetinY5",29,15,-0.524524468124153,-0.00493453269263112
2021,81,"Natural","Projected","SierraRetinY5",15,6,-0.659245628884264,-0.0853523139794694
2022,81,"Natural","Projected","SierraRetinY5",9,4,-0.510825623765991,0.058745770534757
2014,82,"Natural","Projected","SierraRetinY5",77,24,NA,NA
2015,82,"Natural","Projected","SierraRetinY5",281,25,1.29454924748006,-2.63321948589469
2016,82,"Natural","Projected","SierraRetinY5",75,15,-1.32086655579744,0.584558624284883
2017,82,"Natural","Projected","SierraRetinY5",111,16,0.392042087776024,0.804838652615412
2018,82,"Natural","Projected","SierraRetinY5",135,14,0.195744577126095,0.077470887555942
2019,82,"Natural","Projected","SierraRetinY5",75,17,-0.587786664902119,0.0707116865645994
2020,82,"Natural","Projected","SierraRetinY5",52,25,-0.366244394954883,-0.0249449448093395
2021,82,"Natural","Projected","SierraRetinY5",29,17,-0.583947888594953,-0.144107952036782
2022,82,"Natural","Projected","SierraRetinY5",20,14,-0.371563556432483,0.0500447120695166
2014,83,"Natural","Projected","SierraRetinY5",77,24,NA,NA
2015,83,"Natural","Projected","SierraRetinY5",287,36,1.31567679390594,-2.54471291051275
2016,83,"Natural","Projected","SierraRetinY5",88,22,-1.18214540128141,0.404200085801578
2017,83,"Natural","Projected","SierraRetinY5",80,19,-0.0953101798043249,0.297130961649713
2018,83,"Natural","Projected","SierraRetinY5",121,16,0.413763910922859,0.467649763898407
2019,83,"Natural","Projected","SierraRetinY5",80,16,-0.413763910922859,0.474265938812047
2020,83,"Natural","Projected","SierraRetinY5",50,18,-0.470003629245736,-0.0242466108661772
2021,83,"Natural","Projected","SierraRetinY5",30,18,-0.510825623765991,-0.146168597037816
2022,83,"Natural","Projected","SierraRetinY5",19,14,-0.456758402495715,-0.0511407507216304
2014,84,"Natural","Projected","SierraRetinY5",77,24,NA,NA
2015,84,"Natural","Projected","SierraRetinY5",279,34,1.28740635996768,-2.61001025298432
2016,84,"Natural","Projected","SierraRetinY5",84,26,-1.20039498297805,0.759076434584925
2017,84,"Natural","Projected","SierraRetinY5",136,27,0.481838086892738,0.736114692404774
2018,84,"Natural","Projected","SierraRetinY5",164,18,0.187211542088146,0.202045077206805
2019,84,"Natural","Projected","SierraRetinY5",86,24,-0.645519131570691,0.0793388373088063
2020,84,"Natural","Projected","SierraRetinY5",59,22,-0.376809852347788,0.181978954152563
2021,84,"Natural","Projected","SierraRetinY5",26,13,-0.819440905884237,-0.164996773136649
2022,84,"Natural","Projected","SierraRetinY5",16,9,-0.485507815781701,-0.0842800815960781
2014,85,"Natural","Projected","SierraRetinY5",77,24,NA,NA
2015,85,"Natural","Projected","SierraRetinY5",284,30,1.30516881630752,-2.61678075955153
2016,85,"Natural","Projected","SierraRetinY5",84,18,-1.21815743931789,0.666295309099296
2017,85,"Natural","Projected","SierraRetinY5",115,26,0.314115329519936,0.38691779864194
2018,85,"Natural","Projected","SierraRetinY5",224,18,0.66671392349179,1.11319735078768
2019,85,"Natural","Projected","SierraRetinY5",102,16,-0.786673238570769,0.148597154463687
2020,85,"Natural","Projected","SierraRetinY5",56,28,-0.599621122549122,0.043973223855507
2021,85,"Natural","Projected","SierraRetinY5",30,16,-0.624154309072994,-0.128207024320715
2022,85,"Natural","Projected","SierraRetinY5",20,19,-0.405465108108164,-0.0851286116862413
2014,86,"Natural","Projected","SierraRetinY5",77,24,NA,NA
2015,86,"Natural","Projected","SierraRetinY5",284,29,1.30516881630752,-2.58337752041872
2016,86,"Natural","Projected","SierraRetinY5",82,18,-1.24225499089695,0.605299233458783
2017,86,"Natural","Projected","SierraRetinY5",81,17,-0.0122700925918144,0.448980745544326
2018,86,"Natural","Projected","SierraRetinY5",122,10,0.409571890060818,0.405465108108164
2019,86,"Natural","Projected","SierraRetinY5",49,10,-0.91220074662263,0.07439137870231
2020,86,"Natural","Projected","SierraRetinY5",27,10,-0.595983432106298,-0.113929602574245
2021,86,"Natural","Projected","SierraRetinY5",18,5,-0.405465108108164,-0.0744744559897788
2022,86,"Natural","Projected","SierraRetinY5",7,3,-0.944461608840851,-0.0841851564957548
2014,87,"Natural","Projected","SierraRetinY5",77,24,NA,NA
2015,87,"Natural","Projected","SierraRetinY5",285,25,1.30868375841497,-2.58337752041872
2016,87,"Natural","Projected","SierraRetinY5",76,22,-1.32175583998232,0.495465152263892
2017,87,"Natural","Projected","SierraRetinY5",99,25,0.264386509848259,0.329816256115527
2018,87,"Natural","Projected","SierraRetinY5",135,10,0.310154928303839,0.590788615229194
2019,87,"Natural","Projected","SierraRetinY5",67,11,-0.700582159047463,0.120330807735182
2020,87,"Natural","Projected","SierraRetinY5",32,21,-0.73895671659124,-0.0211436448030586
2021,87,"Natural","Projected","SierraRetinY5",26,10,-0.207639364778244,0.149644025930175
2022,87,"Natural","Projected","SierraRetinY5",16,9,-0.485507815781701,-0.0880516538875321
2014,88,"Natural","Projected","SierraRetinY5",77,24,NA,NA
2015,88,"Natural","Projected","SierraRetinY5",277,33,1.28021208433365,-2.62496634413797
2016,88,"Natural","Projected","SierraRetinY5",71,20,-1.36133762914602,0.580147208344161
2017,88,"Natural","Projected","SierraRetinY5",100,22,0.342490308946776,0.351369483798761
2018,88,"Natural","Projected","SierraRetinY5",101,14,0.00995033085316809,0.101033845847094
2019,88,"Natural","Projected","SierraRetinY5",50,17,-0.703097511413113,0.124158334141983
2020,88,"Natural","Projected","SierraRetinY5",33,21,-0.415515443961666,0.0158156748228792
2021,88,"Natural","Projected","SierraRetinY5",16,7,-0.723918839226699,-0.0867800828981626
2022,88,"Natural","Projected","SierraRetinY5",6,3,-0.980829253011726,-0.0522187919084935
2014,89,"Natural","Projected","SierraRetinY5",77,24,NA,NA
2015,89,"Natural","Projected","SierraRetinY5",275,26,1.27296567581289,-2.61136069208219
2016,89,"Natural","Projected","SierraRetinY5",66,17,-1.42711635564015,0.326772839532499
2017,89,"Natural","Projected","SierraRetinY5",78,14,0.167054084663166,0.615132953439158
2018,89,"Natural","Projected","SierraRetinY5",111,4,0.352821374622742,0.441004470163992
2019,89,"Natural","Projected","SierraRetinY5",55,13,-0.702197016079863,0.0797819174777696
2020,89,"Natural","Projected","SierraRetinY5",28,14,-0.675128675057267,-0.0636416881490921
2021,89,"Natural","Projected","SierraRetinY5",10,6,-1.02961941718116,-0.00669346541858872
2022,89,"Natural","Projected","SierraRetinY5",8,3,-0.22314355131421,-0.0114827333951875
2014,90,"Natural","Projected","SierraRetinY5",77,24,NA,NA
2015,90,"Natural","Projected","SierraRetinY5",278,28,1.28381569183695,-2.57422114513273
2016,90,"Natural","Projected","SierraRetinY5",84,22,-1.19680431484732,0.599008189646083
2017,90,"Natural","Projected","SierraRetinY5",134,19,0.467023001107598,0.923986366262396
2018,90,"Natural","Projected","SierraRetinY5",178,11,0.283943750341174,0.230498605687528
2019,90,"Natural","Projected","SierraRetinY5",88,13,-0.704446735813879,0.162778196899733
2020,90,"Natural","Projected","SierraRetinY5",49,31,-0.58551651636758,-0.0981692160122652
2021,90,"Natural","Projected","SierraRetinY5",23,16,-0.756326082181477,-0.120481664169283
2022,90,"Natural","Projected","SierraRetinY5",22,12,-0.0444517625708338,0.0109083367641383
2014,91,"Natural","Projected","SierraRetinY5",77,24,NA,NA
2015,91,"Natural","Projected","SierraRetinY5",274,27,1.26932268453439,-2.6127129573322
2016,91,"Natural","Projected","SierraRetinY5",68,23,-1.39362040121196,0.328125104782513
2017,91,"Natural","Projected","SierraRetinY5",98,18,0.365459773494465,0.651350051881484
2018,91,"Natural","Projected","SierraRetinY5",148,12,0.412244795093543,0.581159059709386
2019,91,"Natural","Projected","SierraRetinY5",73,19,-0.706752832615724,0.0794523307991615
2020,91,"Natural","Projected","SierraRetinY5",85,23,0.152191815341925,0.512084673350001
2021,91,"Natural","Projected","SierraRetinY5",35,13,-0.887303195000903,-0.178992721637612
2022,91,"Natural","Projected","SierraRetinY5",26,16,-0.297251523467932,-0.12486221005977
2014,92,"Natural","Projected","SierraRetinY5",77,24,NA,NA
2015,92,"Natural","Projected","SierraRetinY5",277,30,1.28021208433365,-2.62086517639375
2016,92,"Natural","Projected","SierraRetinY5",85,21,-1.18136624969702,0.746280527260716
2017,92,"Natural","Projected","SierraRetinY5",107,17,0.23017757797159,0.569728956780701
2018,92,"Natural","Projected","SierraRetinY5",193,12,0.589861354442979,0.652065974498751
2019,92,"Natural","Projected","SierraRetinY5",110,21,-0.562209823112469,0.0709987374110593
2020,92,"Natural","Projected","SierraRetinY5",75,31,-0.382992252256106,0.0957620405098153
2021,92,"Natural","Projected","SierraRetinY5",31,20,-0.883500909051164,-0.170580492267136
2022,92,"Natural","Projected","SierraRetinY5",31,17,0,-0.00191534247406892
2014,93,"Natural","Projected","SierraRetinY5",77,24,NA,NA
2015,93,"Natural","Projected","SierraRetinY5",280,28,1.29098418131557,-2.6127129573322
2016,93,"Natural","Projected","SierraRetinY5",65,19,-1.46040233327361,0.456893711338354
2017,93,"Natural","Projected","SierraRetinY5",127,19,0.669799816562954,0.867654797455948
2018,93,"Natural","Projected","SierraRetinY5",154,8,0.192765515955038,0.466759798684616
2019,93,"Natural","Projected","SierraRetinY5",74,12,-0.732887509209459,-0.00112879569497873
2020,93,"Natural","Projected","SierraRetinY5",54,25,-0.315081046639895,0.0811020757987993
2021,93,"Natural","Projected","SierraRetinY5",30,15,-0.587786664902119,-0.146921440961545
2022,93,"Natural","Projected","SierraRetinY5",23,13,-0.265703165733006,-0.0537723980950388
2014,94,"Natural","Projected","SierraRetinY5",77,24,NA,NA
2015,94,"Natural","Projected","SierraRetinY5",271,28,1.25831339902602,-2.62496634413797
2016,94,"Natural","Projected","SierraRetinY5",60,18,-1.5077742586576,0.14510796045352
2017,94,"Natural","Projected","SierraRetinY5",95,18,0.45953232937844,1.08349063164402
2018,94,"Natural","Projected","SierraRetinY5",140,7,0.387765531008763,0.289684877046751
2019,94,"Natural","Projected","SierraRetinY5",64,11,-0.782759339249632,-0.0631789016215316
2020,94,"Natural","Projected","SierraRetinY5",48,21,-0.287682072451781,0.089539083312403
2021,94,"Natural","Projected","SierraRetinY5",20,11,-0.8754687373539,-0.138009605478155
2022,94,"Natural","Projected","SierraRetinY5",15,9,-0.287682072451781,-0.0890879672429722
2014,95,"Natural","Projected","SierraRetinY5",77,24,NA,NA
2015,95,"Natural","Projected","SierraRetinY5",287,27,1.31567679390594,-2.62086517639375
2016,95,"Natural","Projected","SierraRetinY5",78,20,-1.30277338907003,0.606259819196443
2017,95,"Natural","Projected","SierraRetinY5",85,20,0.0859424298007246,0.147752705347599
2018,95,"Natural","Projected","SierraRetinY5",100,13,0.162518929497775,0.350946113620356
2019,95,"Natural","Projected","SierraRetinY5",84,18,-0.174353387144778,0.47877660194534
2020,95,"Natural","Projected","SierraRetinY5",50,23,-0.518793793415168,0.0205050132422186
2021,95,"Natural","Projected","SierraRetinY5",21,8,-0.867500567704723,0.0704180759160995
2022,95,"Natural","Projected","SierraRetinY5",14,1,-0.405465108108164,-0.0340602272637751
2014,96,"Natural","Projected","SierraRetinY5",77,24,NA,NA
2015,96,"Natural","Projected","SierraRetinY5",272,26,1.26199664444231,-2.61814037906757
2016,96,"Natural","Projected","SierraRetinY5",87,26,-1.13989394764141,0.599807846478336
2017,96,"Natural","Projected","SierraRetinY5",96,22,0.0984400728132525,0.236938919543054
2018,96,"Natural","Projected","SierraRetinY5",125,13,0.263965545834465,0.687829590481621
2019,96,"Natural","Projected","SierraRetinY5",75,13,-0.510825623765991,0.0815909070629667
