"site","transect","subQuadrat","ID","fireYear","size","sizeNext","fl","fs","fps","surv","sds","time","TSFcont","TSF","LS","stage","stageNext","abTot","abRepro","abLarge","size_unscaled","abLarge_unscaled","TSFcont_unscaled","quadratID","date","summerT_unscaled","summerT","fallR_unscaled","fallR","winterR_unscaled","winterR","fallwinterR_unscaled","fallwinterR","prevwinterT_unscaled","prevwinterT","prevfallR_unscaled","prevfallR","prevwinterR_unscaled","prevwinterR"
"Vertedero",1,8,"VY1.8.1",2009,0.729072869289918,6.51025834052315,1,1,6,1,NA,"2011",-1.19990668790692,"2","FD","LR","LR",7,6,4.04171605762409,6.13556489108174,7,2,"1_8",2011-05-01,26.3532295184863,0.0745953652941834,203.100003026426,0.261069465551074,134.900002010167,-0.389730737621336,342.700005106628,-0.358058316901677,17.3400067168753,0.0479983222274244,242.800003618002,0.418931118725617,308.000004589558,0.218058657338213
"Vertedero",1,8,"VY1.8.2",2009,0.955676721226821,5.12396397940326,1,1,7,1,NA,"2011",-1.19990668790692,"2","FD","LR","SR",7,6,4.04171605762409,6.69084227741856,7,2,"1_8",2011-05-01,26.3532295184863,0.0745953652941834,203.100003026426,0.261069465551074,134.900002010167,-0.389730737621336,342.700005106628,-0.358058316901677,17.3400067168753,0.0479983222274244,242.800003618002,0.418931118725617,308.000004589558,0.218058657338213
"Vertedero",1,8,"VY1.8.3",2009,0.278080204411164,5.29831736654804,0,NA,NA,1,NA,"2011",-1.19990668790692,"2","FD","J","SR",7,6,4.04171605762409,5.03043792139244,7,2,"1_8",2011-05-01,26.3532295184863,0.0745953652941834,203.100003026426,0.261069465551074,134.900002010167,-0.389730737621336,342.700005106628,-0.358058316901677,17.3400067168753,0.0479983222274244,242.800003618002,0.418931118725617,308.000004589558,0.218058657338213
"Vertedero",1,8,"VY1.8.4",2009,0.835733546945377,6.5694814204143,1,1,7,1,NA,"2011",-1.19990668790692,"2","FD","LR","LR",7,6,4.04171605762409,6.39692965521615,7,2,"1_8",2011-05-01,26.3532295184863,0.0745953652941834,203.100003026426,0.261069465551074,134.900002010167,-0.389730737621336,342.700005106628,-0.358058316901677,17.3400067168753,0.0479983222274244,242.800003618002,0.418931118725617,308.000004589558,0.218058657338213
"Vertedero",1,8,"VY1.8.5",2009,0.993880097504819,7.34018683532012,1,1,5,1,NA,"2011",-1.19990668790692,"2","FD","LR","LR",7,6,4.04171605762409,6.78445706263764,7,2,"1_8",2011-05-01,26.3532295184863,0.0745953652941834,203.100003026426,0.261069465551074,134.900002010167,-0.389730737621336,342.700005106628,-0.358058316901677,17.3400067168753,0.0479983222274244,242.800003618002,0.418931118725617,308.000004589558,0.218058657338213
"Vertedero",1,8,"VY1.8.6",2009,1.1500079866013,NA,1,1,9,0,NA,"2011",-1.19990668790692,"2","FD","LR",NA,7,6,4.04171605762409,7.16703787691222,7,2,"1_8",2011-05-01,26.3532295184863,0.0745953652941834,203.100003026426,0.261069465551074,134.900002010167,-0.389730737621336,342.700005106628,-0.358058316901677,17.3400067168753,0.0479983222274244,242.800003618002,0.418931118725617,308.000004589558,0.218058657338213
"Vertedero",1,8,"VY1.8.7",2009,1.12367037976201,NA,1,1,11,0,NA,"2011",-1.19990668790692,"2","FD","LR",NA,7,6,4.04171605762409,7.10249935577465,7,2,"1_8",2011-05-01,26.3532295184863,0.0745953652941834,203.100003026426,0.261069465551074,134.900002010167,-0.389730737621336,342.700005106628,-0.358058316901677,17.3400067168753,0.0479983222274244,242.800003618002,0.418931118725617,308.000004589558,0.218058657338213
"Vertedero",1,9,"VY1.9.1",2009,1.19300469289187,7.06902342657826,1,1,12,1,NA,"2011",-1.19990668790692,"2","FD","LR","LR",3,3,0.893450431047757,7.27239839257005,3,2,"1_9",2011-05-01,26.3532295184863,0.0745953652941834,203.100003026426,0.261069465551074,134.900002010167,-0.389730737621336,342.700005106628,-0.358058316901677,17.3400067168753,0.0479983222274244,242.800003618002,0.418931118725617,308.000004589558,0.218058657338213
"Vertedero",1,9,"VY1.9.2",2009,1.27697816399956,6.93342302573071,1,1,10,1,NA,"2011",-1.19990668790692,"2","FD","LR","LR",3,3,0.893450431047757,7.47816969415979,3,2,"1_9",2011-05-01,26.3532295184863,0.0745953652941834,203.100003026426,0.261069465551074,134.900002010167,-0.389730737621336,342.700005106628,-0.358058316901677,17.3400067168753,0.0479983222274244,242.800003618002,0.418931118725617,308.000004589558,0.218058657338213
"Vertedero",1,9,"VY1.9.3",2009,1.2420773119138,7.27931883541462,1,1,10,1,NA,"2011",-1.19990668790692,"2","FD","LR","LR",3,3,0.893450431047757,7.39264752072162,3,2,"1_9",2011-05-01,26.3532295184863,0.0745953652941834,203.100003026426,0.261069465551074,134.900002010167,-0.389730737621336,342.700005106628,-0.358058316901677,17.3400067168753,0.0479983222274244,242.800003618002,0.418931118725617,308.000004589558,0.218058657338213
"Vertedero",1,10,"VY1.10.1",2009,1.15063727163988,7.67786350067821,1,1,9,1,NA,"2011",-1.19990668790692,"2","FD","LR","LR",5,4,2.46758324433592,7.16857989726403,5,2,"1_10",2011-05-01,26.3532295184863,0.0745953652941834,203.100003026426,0.261069465551074,134.900002010167,-0.389730737621336,342.700005106628,-0.358058316901677,17.3400067168753,0.0479983222274244,242.800003618002,0.418931118725617,308.000004589558,0.218058657338213
"Vertedero",1,10,"VY1.10.2",2009,0.971096994811191,NA,0,NA,NA,0,NA,"2011",-1.19990668790692,"2","FD","J",NA,5,4,2.46758324433592,6.7286286130847,5,2,"1_10",2011-05-01,26.3532295184863,0.0745953652941834,203.100003026426,0.261069465551074,134.900002010167,-0.389730737621336,342.700005106628,-0.358058316901677,17.3400067168753,0.0479983222274244,242.800003618002,0.418931118725617,308.000004589558,0.218058657338213
"Vertedero",1,10,"VY1.10.3",2009,0.531933890572346,6.16331480403464,1,1,5,1,NA,"2011",-1.19990668790692,"2","FD","LR","LR",5,4,2.46758324433592,5.65248918026865,5,2,"1_10",2011-05-01,26.3532295184863,0.0745953652941834,203.100003026426,0.261069465551074,134.900002010167,-0.389730737621336,342.700005106628,-0.358058316901677,17.3400067168753,0.0479983222274244,242.800003618002,0.418931118725617,308.000004589558,0.218058657338213
"Vertedero",1,10,"VY1.10.4",2009,0.531933890572346,NA,1,1,4,0,NA,"2011",-1.19990668790692,"2","FD","LR",NA,5,4,2.46758324433592,5.65248918026865,5,2,"1_10",2011-05-01,26.3532295184863,0.0745953652941834,203.100003026426,0.261069465551074,134.900002010167,-0.389730737621336,342.700005106628,-0.358058316901677,17.3400067168753,0.0479983222274244,242.800003618002,0.418931118725617,308.000004589558,0.218058657338213
"Vertedero",1,10,"VY1.10.5",2009,1.3061319882072,NA,1,5,7,0,NA,"2011",-1.19990668790692,"2","FD","LR",NA,5,4,2.46758324433592,7.54960916515453,5,2,"1_10",2011-05-01,26.3532295184863,0.0745953652941834,203.100003026426,0.261069465551074,134.900002010167,-0.389730737621336,342.700005106628,-0.358058316901677,17.3400067168753,0.0479983222274244,242.800003618002,0.418931118725617,308.000004589558,0.218058657338213
"Vertedero",2,4,"VY2.4.1",2009,1.47587200378721,7.75790620835175,1,2,9,1,NA,"2011",-1.19990668790692,"2","FD","LR","LR",1,1,-0.680682382240407,7.96554557312999,1,2,"2_4",2011-05-01,26.3532295184863,0.0745953652941834,203.100003026426,0.261069465551074,134.900002010167,-0.389730737621336,342.700005106628,-0.358058316901677,17.3400067168753,0.0479983222274244,242.800003618002,0.418931118725617,308.000004589558,0.218058657338213
"Vertedero",3,10,"VY3.1OUT",2009,1.41550709053998,8.28626945278307,1,3,7,1,NA,"2011",-1.19990668790692,"2","FD","LR","LR",1,1,-0.680682382240407,7.81762544305337,1,2,"3_10",2011-05-01,26.3532295184863,0.0745953652941834,203.100003026426,0.261069465551074,134.900002010167,-0.389730737621336,342.700005106628,-0.358058316901677,17.3400067168753,0.0479983222274244,242.800003618002,0.418931118725617,308.000004589558,0.218058657338213
"Vertedero",3,5,"VY3.5.1",2009,0.940177721777159,NA,0,NA,NA,0,NA,"2011",-1.19990668790692,"2","FD","J",NA,1,0,-0.680682382240407,6.65286302935335,1,2,"3_5",2011-05-01,26.3532295184863,0.0745953652941834,203.100003026426,0.261069465551074,134.900002010167,-0.389730737621336,342.700005106628,-0.358058316901677,17.3400067168753,0.0479983222274244,242.800003618002,0.418931118725617,308.000004589558,0.218058657338213
"Vertedero",3,6,"VY3.6.4",2009,1.43803810808371,7.89655270164304,1,12,4,1,NA,"2011",-1.19990668790692,"2","FD","LR","LR",1,1,-0.680682382240407,7.87283617502572,1,2,"3_6",2011-05-01,26.3532295184863,0.0745953652941834,203.100003026426,0.261069465551074,134.900002010167,-0.389730737621336,342.700005106628,-0.358058316901677,17.3400067168753,0.0479983222274244,242.800003618002,0.418931118725617,308.000004589558,0.218058657338213
"Vertedero",4,4,"VY4.4.1",2009,1.3631676163017,7.67786350067821,1,4,5,1,NA,"2011",-1.19990668790692,"2","FD","LR","LR",1,1,-0.680682382240407,7.68937110752969,1,2,"4_4",2011-05-01,26.3532295184863,0.0745953652941834,203.100003026426,0.261069465551074,134.900002010167,-0.389730737621336,342.700005106628,-0.358058316901677,17.3400067168753,0.0479983222274244,242.800003618002,0.418931118725617,308.000004589558,0.218058657338213
"Vertedero",4,5,"VY4.5.1",2009,1.43145584818153,7.74240202181578,1,12,4,1,NA,"2011",-1.19990668790692,"2","FD","LR","LR",3,2,0.893450431047757,7.85670679309584,3,2,"4_5",2011-05-01,26.3532295184863,0.0745953652941834,203.100003026426,0.261069465551074,134.900002010167,-0.389730737621336,342.700005106628,-0.358058316901677,17.3400067168753,0.0479983222274244,242.800003618002,0.418931118725617,308.000004589558,0.218058657338213
"Vertedero",4,5,"VY4.5.2",2009,1.40146816873605,7.82364593083495,1,1,6,1,NA,"2011",-1.19990668790692,"2","FD","LR","LR",3,2,0.893450431047757,7.78322401633604,3,2,"4_5",2011-05-01,26.3532295184863,0.0745953652941834,203.100003026426,0.261069465551074,134.900002010167,-0.389730737621336,342.700005106628,-0.358058316901677,17.3400067168753,0.0479983222274244,242.800003618002,0.418931118725617,308.000004589558,0.218058657338213
"Vertedero",4,5,"VY4.5.3",2009,0.649334431914077,4.24849524204936,0,NA,NA,1,NA,"2011",-1.19990668790692,"2","FD","J","SR",3,2,0.893450431047757,5.94017125272043,3,2,"4_5",2011-05-01,26.3532295184863,0.0745953652941834,203.100003026426,0.261069465551074,134.900002010167,-0.389730737621336,342.700005106628,-0.358058316901677,17.3400067168753,0.0479983222274244,242.800003618002,0.418931118725617,308.000004589558,0.218058657338213
"Vertedero",1,4,"VY1.4.1",2009,0.860793871782142,7.23417717974985,0,NA,NA,1,NA,"2012",-0.996056561159847,"3","FD","LR","LR",1,1,-0.680682382240407,6.45833828334479,1,3,"1_4",2012-05-01,26.2342467254468,0.0048132732714558,359.700005359948,1.12404526091356,395.90000589937,0.613230016860896,798.000011891127,1.12814347617285,16.9169253727115,-0.285334705186097,203.100003026426,0.197554074104362,134.900002010167,-0.578409503419545
"Vertedero",1,5,"VY1.5.1",2009,1.25004032098637,NA,1,5,5,0,NA,"2012",-0.996056561159847,"3","FD","LR",NA,1,1,-0.680682382240407,7.4121603349452,1,3,"1_5",2012-05-01,26.2342467254468,0.0048132732714558,359.700005359948,1.12404526091356,395.90000589937,0.613230016860896,798.000011891127,1.12814347617285,16.9169253727115,-0.285334705186097,203.100003026426,0.197554074104362,134.900002010167,-0.578409503419545
"Vertedero",1,6,"VY1.6.1",2009,1.03008055627798,NA,0,NA,NA,0,NA,"2012",-0.996056561159847,"3","FD","LR",NA,1,1,-0.680682382240407,6.87316383421252,1,3,"1_6",2012-05-01,26.2342467254468,0.0048132732714558,359.700005359948,1.12404526091356,395.90000589937,0.613230016860896,798.000011891127,1.12814347617285,16.9169253727115,-0.285334705186097,203.100003026426,0.197554074104362,134.900002010167,-0.578409503419545
"Vertedero",1,7,"VY1.7.1",2009,1.14334123654846,NA,1,2,3,0,NA,"2012",-0.996056561159847,"3","FD","LR",NA,6,6,3.25464965098,7.15070145759253,6,3,"1_7",2012-05-01,26.2342467254468,0.0048132732714558,359.700005359948,1.12404526091356,395.90000589937,0.613230016860896,798.000011891127,1.12814347617285,16.9169253727115,-0.285334705186097,203.100003026426,0.197554074104362,134.900002010167,-0.578409503419545
"Vertedero",1,7,"VY1.7.2",2009,0.642839473598849,7.77988511507052,1,2,3,1,NA,"2012",-0.996056561159847,"3","FD","LR","LR",6,6,3.25464965098,5.92425579741453,6,3,"1_7",2012-05-01,26.2342467254468,0.0048132732714558,359.700005359948,1.12404526091356,395.90000589937,0.613230016860896,798.000011891127,1.12814347617285,16.9169253727115,-0.285334705186097,203.100003026426,0.197554074104362,134.900002010167,-0.578409503419545
"Vertedero",1,7,"VY1.7.3",2009,0.940177721777159,7.02553831463852,1,2,4,1,NA,"2012",-0.996056561159847,"3","FD","LR","LR",6,6,3.25464965098,6.65286302935335,6,3,"1_7",2012-05-01,26.2342467254468,0.0048132732714558,359.700005359948,1.12404526091356,395.90000589937,0.613230016860896,798.000011891127,1.12814347617285,16.9169253727115,-0.285334705186097,203.100003026426,0.197554074104362,134.900002010167,-0.578409503419545
"Vertedero",1,7,"VY1.7.4",2009,0.958203610208405,NA,1,3,6,0,NA,"2012",-0.996056561159847,"3","FD","LR",NA,6,6,3.25464965098,6.69703424766648,6,3,"1_7",2012-05-01,26.2342467254468,0.0048132732714558,359.700005359948,1.12404526091356,395.90000589937,0.613230016860896,798.000011891127,1.12814347617285,16.9169253727115,-0.285334705186097,203.100003026426,0.197554074104362,134.900002010167,-0.578409503419545
"Vertedero",1,7,"VY1.7.5",2009,0.518838929642094,NA,1,1,4,0,NA,"2012",-0.996056561159847,"3","FD","LR",NA,6,6,3.25464965098,5.62040086571715,6,3,"1_7",2012-05-01,26.2342467254468,0.0048132732714558,359.700005359948,1.12404526091356,395.90000589937,0.613230016860896,798.000011891127,1.12814347617285,16.9169253727115,-0.285334705186097,203.100003026426,0.197554074104362,134.900002010167,-0.578409503419545
"Vertedero",1,7,"VY1.7.7",2009,0.647180910997567,NA,1,1,6,0,NA,"2012",-0.996056561159847,"3","FD","LR",NA,6,6,3.25464965098,5.93489419561959,6,3,"1_7",2012-05-01,26.2342467254468,0.0048132732714558,359.700005359948,1.12404526091356,395.90000589937,0.613230016860896,798.000011891127,1.12814347617285,16.9169253727115,-0.285334705186097,203.100003026426,0.197554074104362,134.900002010167,-0.578409503419545
"Vertedero",1,8,"VY1.8.1",2009,0.88198199368103,6.94119005506837,1,2,4,1,NA,"2012",-0.996056561159847,"3","FD","LR","LR",8,5,2.46758324433592,6.51025834052315,5,3,"1_8",2012-05-01,26.2342467254468,0.0048132732714558,359.700005359948,1.12404526091356,395.90000589937,0.613230016860896,798.000011891127,1.12814347617285,16.9169253727115,-0.285334705186097,203.100003026426,0.197554074104362,134.900002010167,-0.578409503419545
"Vertedero",1,8,"VY1.8.2",2009,0.316247371890357,NA,1,2,3,0,NA,"2012",-0.996056561159847,"3","FD","SR",NA,8,5,2.46758324433592,5.12396397940326,5,3,"1_8",2012-05-01,26.2342467254468,0.0048132732714558,359.700005359948,1.12404526091356,395.90000589937,0.613230016860896,798.000011891127,1.12814347617285,16.9169253727115,-0.285334705186097,203.100003026426,0.197554074104362,134.900002010167,-0.578409503419545
"Vertedero",1,8,"VY1.8.3",2009,0.387399466496435,5.34710753071747,1,1,3,1,NA,"2012",-0.996056561159847,"3","FD","SR","SR",8,5,2.46758324433592,5.29831736654804,5,3,"1_8",2012-05-01,26.2342467254468,0.0048132732714558,359.700005359948,1.12404526091356,395.90000589937,0.613230016860896,798.000011891127,1.12814347617285,16.9169253727115,-0.285334705186097,203.100003026426,0.197554074104362,134.900002010167,-0.578409503419545
"Vertedero",1,8,"VY1.8.4",2009,0.906150415369216,NA,1,3,4,0,NA,"2012",-0.996056561159847,"3","FD","LR",NA,8,5,2.46758324433592,6.5694814204143,5,3,"1_8",2012-05-01,26.2342467254468,0.0048132732714558,359.700005359948,1.12404526091356,395.90000589937,0.613230016860896,798.000011891127,1.12814347617285,16.9169253727115,-0.285334705186097,203.100003026426,0.197554074104362,134.900002010167,-0.578409503419545
"Vertedero",1,8,"VY1.8.5",2009,1.22066856435854,7.69984240739699,1,4,4,1,NA,"2012",-0.996056561159847,"3","FD","LR","LR",8,5,2.46758324433592,7.34018683532012,5,3,"1_8",2012-05-01,26.2342467254468,0.0048132732714558,359.700005359948,1.12404526091356,395.90000589937,0.613230016860896,798.000011891127,1.12814347617285,16.9169253727115,-0.285334705186097,203.100003026426,0.197554074104362,134.900002010167,-0.578409503419545
"Vertedero",1,8,"VY1.8.8",2009,-0.269398089796685,NA,0,NA,NA,0,3.68887945411394,"2012",-0.996056561159847,"3","FD","SD",NA,8,5,2.46758324433592,3.68887945411394,5,3,"1_8",2012-05-01,26.2342467254468,0.0048132732714558,359.700005359948,1.12404526091356,395.90000589937,0.613230016860896,798.000011891127,1.12814347617285,16.9169253727115,-0.285334705186097,203.100003026426,0.197554074104362,134.900002010167,-0.578409503419545
"Vertedero",1,8,"VY1.8.9",2009,-0.414954019453923,NA,0,NA,NA,0,3.3322045101752,"2012",-0.996056561159847,"3","FD","SD",NA,8,5,2.46758324433592,3.3322045101752,5,3,"1_8",2012-05-01,26.2342467254468,0.0048132732714558,359.700005359948,1.12404526091356,395.90000589937,0.613230016860896,798.000011891127,1.12814347617285,16.9169253727115,-0.285334705186097,203.100003026426,0.197554074104362,134.900002010167,-0.578409503419545
"Vertedero",1,8,"VY1.8.10",2009,-0.477861565640864,NA,0,NA,NA,0,3.17805383034795,"2012",-0.996056561159847,"3","FD","SD",NA,8,5,2.46758324433592,3.17805383034795,5,3,"1_8",2012-05-01,26.2342467254468,0.0048132732714558,359.700005359948,1.12404526091356,395.90000589937,0.613230016860896,798.000011891127,1.12814347617285,16.9169253727115,-0.285334705186097,203.100003026426,0.197554074104362,134.900002010167,-0.578409503419545
"Vertedero",1,9,"VY1.9.1",2009,1.11000914541369,8.021256180144,1,5,5,1,NA,"2012",-0.996056561159847,"3","FD","LR","LR",11,3,0.893450431047757,7.06902342657826,3,3,"1_9",2012-05-01,26.2342467254468,0.0048132732714558,359.700005359948,1.12404526091356,395.90000589937,0.613230016860896,798.000011891127,1.12814347617285,16.9169253727115,-0.285334705186097,203.100003026426,0.197554074104362,134.900002010167,-0.578409503419545
"Vertedero",1,9,"VY1.9.2",2009,1.05467180607244,7.26612877955645,1,2,8,1,NA,"2012",-0.996056561159847,"3","FD","LR","LR",11,3,0.893450431047757,6.93342302573071,3,3,"1_9",2012-05-01,26.2342467254468,0.0048132732714558,359.700005359948,1.12404526091356,395.90000589937,0.613230016860896,798.000011891127,1.12814347617285,16.9169253727115,-0.285334705186097,203.100003026426,0.197554074104362,134.900002010167,-0.578409503419545
"Vertedero",1,9,"VY1.9.3",2009,1.19582886517815,NA,1,3,6,0,NA,"2012",-0.996056561159847,"3","FD","LR",NA,11,3,0.893450431047757,7.27931883541462,3,3,"1_9",2012-05-01,26.2342467254468,0.0048132732714558,359.700005359948,1.12404526091356,395.90000589937,0.613230016860896,798.000011891127,1.12814347617285,16.9169253727115,-0.285334705186097,203.100003026426,0.197554074104362,134.900002010167,-0.578409503419545
"Vertedero",1,9,"VY1.9.4",2009,-0.221331861584813,5.03043792139244,0,NA,NA,1,3.80666248977032,"2012",-0.996056561159847,"3","FD","SD","J",11,3,0.893450431047757,3.80666248977032,3,3,"1_9",2012-05-01,26.2342467254468,0.0048132732714558,359.700005359948,1.12404526091356,395.90000589937,0.613230016860896,798.000011891127,1.12814347617285,16.9169253727115,-0.285334705186097,203.100003026426,0.197554074104362,134.900002010167,-0.578409503419545
"Vertedero",1,9,"VY1.9.5",2009,-0.146928026533657,NA,0,NA,NA,0,3.98898404656427,"2012",-0.996056561159847,"3","FD","SD",NA,11,3,0.893450431047757,3.98898404656427,3,3,"1_9",2012-05-01,26.2342467254468,0.0048132732714558,359.700005359948,1.12404526091356,395.90000589937,0.613230016860896,798.000011891127,1.12814347617285,16.9169253727115,-0.285334705186097,203.100003026426,0.197554074104362,134.900002010167,-0.578409503419545
"Vertedero",1,9,"VY1.9.6",2009,-0.178335155294238,NA,0,NA,NA,0,3.91202300542815,"2012",-0.996056561159847,"3","FD","SD",NA,11,3,0.893450431047757,3.91202300542815,3,3,"1_9",2012-05-01,26.2342467254468,0.0048132732714558,359.700005359948,1.12404526091356,395.90000589937,0.613230016860896,798.000011891127,1.12814347617285,16.9169253727115,-0.285334705186097,203.100003026426,0.197554074104362,134.900002010167,-0.578409503419545
"Vertedero",1,9,"VY1.9.7",2009,-0.360461024299132,NA,0,NA,NA,0,3.46573590279973,"2012",-0.996056561159847,"3","FD","SD",NA,11,3,0.893450431047757,3.46573590279973,3,3,"1_9",2012-05-01,26.2342467254468,0.0048132732714558,359.700005359948,1.12404526091356,395.90000589937,0.613230016860896,798.000011891127,1.12814347617285,16.9169253727115,-0.285334705186097,203.100003026426,0.197554074104362,134.900002010167,-0.578409503419545
"Vertedero",1,9,"VY1.9.8",2009,-0.221331861584813,NA,0,NA,NA,0,3.80666248977032,"2012",-0.996056561159847,"3","FD","SD",NA,11,3,0.893450431047757,3.80666248977032,3,3,"1_9",2012-05-01,26.2342467254468,0.0048132732714558,359.700005359948,1.12404526091356,395.90000589937,0.613230016860896,798.000011891127,1.12814347617285,16.9169253727115,-0.285334705186097,203.100003026426,0.197554074104362,134.900002010167,-0.578409503419545
"Vertedero",1,9,"VY1.9.9",2009,-0.0295274851919219,4.58496747867057,0,NA,NA,1,4.27666611901606,"2012",-0.996056561159847,"3","FD","SD","J",11,3,0.893450431047757,4.27666611901606,3,3,"1_9",2012-05-01,26.2342467254468,0.0048132732714558,359.700005359948,1.12404526091356,395.90000589937,0.613230016860896,798.000011891127,1.12814347617285,16.9169253727115,-0.285334705186097,203.100003026426,0.197554074104362,134.900002010167,-0.578409503419545
"Vertedero",1,9,"VY1.9.10",2009,-0.139439903292463,NA,0,NA,NA,0,4.00733318523247,"2012",-0.996056561159847,"3","FD","SD",NA,11,3,0.893450431047757,4.00733318523247,3,3,"1_9",2012-05-01,26.2342467254468,0.0048132732714558,359.700005359948,1.12404526091356,395.90000589937,0.613230016860896,798.000011891127,1.12814347617285,16.9169253727115,-0.285334705186097,203.100003026426,0.197554074104362,134.900002010167,-0.578409503419545
"Vertedero",1,9,"VY1.9.11",2009,-0.669665942033755,2.70805020110221,0,NA,NA,1,2.70805020110221,"2012",-0.996056561159847,"3","FD","SD","J",11,3,0.893450431047757,2.70805020110221,3,3,"1_9",2012-05-01,26.2342467254468,0.0048132732714558,359.700005359948,1.12404526091356,395.90000589937,0.613230016860896,798.000011891127,1.12814347617285,16.9169253727115,-0.285334705186097,203.100003026426,0.197554074104362,134.900002010167,-0.578409503419545
